player,round,score,total,place,year,major,date,major_id,major_round,made_cut,liv,defect_date,post,sv_field,birthdate,age,event_time
Jacob Skov Olesen,1,76.0,295.0,60.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,1.5641025641025692,1999-05-28,25.149897330595483,
Jacob Skov Olesen,2,71.0,295.0,60.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-3.357142857142861,1999-05-28,25.149897330595483,
Jacob Skov Olesen,3,72.0,295.0,60.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-0.4375,1999-05-28,25.149897330595483,
Jacob Skov Olesen,4,76.0,295.0,60.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,2.8499999999999943,1999-05-28,25.149897330595483,
Jaime Montojo,1,74.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-0.4358974358974308,,,
Jaime Montojo,2,81.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,6.642857142857139,,,
Jaime Montojo,3,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Jaime Montojo,4,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Jason Day,1,73.0,141.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-1.4358974358974308,1987-11-12,36.68993839835729,
Jason Day,2,68.0,141.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-6.357142857142861,1987-11-12,36.68993839835729,
Jason Day,3,76.0,285.0,13.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,3.5625,1987-11-12,36.68993839835729,
Jason Day,4,68.0,285.0,13.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-5.150000000000006,1987-11-12,36.68993839835729,
Jasper Stubbs,1,80.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,5.564102564102569,,,
Jasper Stubbs,2,72.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,-2.357142857142861,,,
Jasper Stubbs,3,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Jasper Stubbs,4,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Jesper Svensson,1,72.0,153.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-2.435897435897431,1996-03-14,28.35318275154004,
Jesper Svensson,2,81.0,153.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,6.642857142857139,1996-03-14,28.35318275154004,
Jesper Svensson,3,,153.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1996-03-14,28.35318275154004,
Jesper Svensson,4,,153.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1996-03-14,28.35318275154004,
Joaquin Niemann,1,71.0,294.0,58.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,1,2022-09-02,1,-3.435897435897431,1998-11-07,25.702943189596166,6.0
Joaquin Niemann,2,71.0,294.0,58.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,1,2022-09-02,1,-3.357142857142861,1998-11-07,25.702943189596166,6.0
Joaquin Niemann,3,76.0,294.0,58.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,1,2022-09-02,1,3.5625,1998-11-07,25.702943189596166,6.0
Joaquin Niemann,4,76.0,294.0,58.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,1,2022-09-02,1,2.8499999999999943,1998-11-07,25.702943189596166,6.0
Joe Dean,1,69.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-5.435897435897431,1994-06-23,30.078028747433265,
Joe Dean,2,77.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,2.642857142857139,1994-06-23,30.078028747433265,
Joe Dean,3,71.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-1.4375,1994-06-23,30.078028747433265,
Joe Dean,4,72.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-1.1500000000000057,1994-06-23,30.078028747433265,
John Catlin,1,76.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,1.5641025641025692,1990-11-15,33.68104038329911,
John Catlin,2,70.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-4.357142857142861,1990-11-15,33.68104038329911,
John Catlin,3,69.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-3.4375,1990-11-15,33.68104038329911,
John Catlin,4,71.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-2.1500000000000057,1990-11-15,33.68104038329911,
John Daly,1,82.0,82.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,7.564102564102569,1966-04-28,58.23134839151266,
John Daly,2,,82.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,,1966-04-28,58.23134839151266,
John Daly,3,,82.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1966-04-28,58.23134839151266,
John Daly,4,,82.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1966-04-28,58.23134839151266,
Jon Rahm,1,73.0,283.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,1,2023-12-07,1,-1.4358974358974308,1994-11-10,29.694729637234772,2.0
Jon Rahm,2,70.0,283.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,1,2023-12-07,1,-4.357142857142861,1994-11-10,29.694729637234772,2.0
Jon Rahm,3,72.0,283.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,1,2023-12-07,1,-0.4375,1994-11-10,29.694729637234772,2.0
Jon Rahm,4,68.0,283.0,7.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,1,2023-12-07,1,-5.150000000000006,1994-11-10,29.694729637234772,2.0
Joost Luiten,1,75.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,0.5641025641025692,1986-01-07,38.535249828884325,
Joost Luiten,2,76.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,1.6428571428571388,1986-01-07,38.535249828884325,
Joost Luiten,3,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1986-01-07,38.535249828884325,
Joost Luiten,4,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1986-01-07,38.535249828884325,
Jordan Smith,1,76.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,1.5641025641025692,1992-11-09,31.696098562628336,
Jordan Smith,2,75.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,0.6428571428571388,1992-11-09,31.696098562628336,
Jordan Smith,3,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1992-11-09,31.696098562628336,
Jordan Smith,4,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1992-11-09,31.696098562628336,
Jordan Spieth,1,71.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-3.435897435897431,1993-07-27,30.98425735797399,
Jordan Spieth,2,74.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-0.3571428571428612,1993-07-27,30.98425735797399,
Jordan Spieth,3,74.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,1.5625,1993-07-27,30.98425735797399,
Jordan Spieth,4,70.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-3.1500000000000057,1993-07-27,30.98425735797399,
Jorge Campillo,1,80.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,5.564102564102569,1978-08-10,45.946611909650926,
Jorge Campillo,2,68.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-6.357142857142861,1978-08-10,45.946611909650926,
Jorge Campillo,3,73.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,0.5625,1978-08-10,45.946611909650926,
Jorge Campillo,4,71.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-2.1500000000000057,1978-08-10,45.946611909650926,
Justin Leonard,1,80.0,158.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,5.564102564102569,1972-06-15,52.09856262833676,
Justin Leonard,2,78.0,158.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,3.642857142857139,1972-06-15,52.09856262833676,
Justin Leonard,3,,158.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1972-06-15,52.09856262833676,
Justin Leonard,4,,158.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1972-06-15,52.09856262833676,
Justin Rose,1,69.0,137.0,2.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-5.435897435897431,1980-07-30,43.97535934291581,
Justin Rose,2,68.0,137.0,2.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-6.357142857142861,1980-07-30,43.97535934291581,
Justin Rose,3,73.0,210.0,2.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,0.5625,1980-07-30,43.97535934291581,
Justin Rose,4,67.0,277.0,2.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-6.150000000000006,1980-07-30,43.97535934291581,
Justin Thomas,1,68.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-6.435897435897431,1993-04-29,31.227926078028748,
Justin Thomas,2,78.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,3.642857142857139,1993-04-29,31.227926078028748,
Justin Thomas,3,67.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-5.4375,1993-04-29,31.227926078028748,
Justin Thomas,4,77.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,3.8499999999999943,1993-04-29,31.227926078028748,
Kazuma Kobori,1,73.0,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-1.4358974358974308,2001-10-25,22.7378507871321,
Kazuma Kobori,2,76.0,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,1.6428571428571388,2001-10-25,22.7378507871321,
Kazuma Kobori,3,,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,2001-10-25,22.7378507871321,
Kazuma Kobori,4,,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,2001-10-25,22.7378507871321,
Keegan Bradley,1,74.0,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-0.4358974358974308,1986-06-07,38.12183436002738,
Keegan Bradley,2,75.0,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,0.6428571428571388,1986-06-07,38.12183436002738,
Keegan Bradley,3,,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1986-06-07,38.12183436002738,
Keegan Bradley,4,,149.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1986-06-07,38.12183436002738,
Keita Nakajima,1,80.0,159.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,5.564102564102569,2000-06-24,24.073921971252567,
Keita Nakajima,2,79.0,159.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,4.642857142857139,2000-06-24,24.073921971252567,
Keita Nakajima,3,,159.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,2000-06-24,24.073921971252567,
Keita Nakajima,4,,159.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,2000-06-24,24.073921971252567,
Kim Min-kyu,1,73.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-1.4358974358974308,2001-03-24,23.326488706365502,
Kim Min-kyu,2,71.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-3.357142857142861,2001-03-24,23.326488706365502,
Kim Min-kyu,3,72.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-0.4375,2001-03-24,23.326488706365502,
Kim Min-kyu,4,74.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,0.8499999999999943,2001-03-24,23.326488706365502,
Kim Si-woo,1,76.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,1.5641025641025692,1995-06-28,29.065023956194388,
Kim Si-woo,2,71.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-3.357142857142861,1995-06-28,29.065023956194388,
Kim Si-woo,3,71.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-1.4375,1995-06-28,29.065023956194388,
Kim Si-woo,4,74.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,0.8499999999999943,1995-06-28,29.065023956194388,
Koh Gun-taek,1,81.0,160.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,6.564102564102569,,,
Koh Gun-taek,2,79.0,160.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,4.642857142857139,,,
Koh Gun-taek,3,,160.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Koh Gun-taek,4,,160.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Kurt Kitayama,1,77.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,2.564102564102569,1993-01-14,31.515400410677618,
Kurt Kitayama,2,69.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-5.357142857142861,1993-01-14,31.515400410677618,
Kurt Kitayama,3,74.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,1.5625,1993-01-14,31.515400410677618,
Kurt Kitayama,4,71.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-2.1500000000000057,1993-01-14,31.515400410677618,
Laurie Canter,1,71.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-3.435897435897431,1989-11-03,34.71321013004791,
Laurie Canter,2,74.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-0.3571428571428612,1989-11-03,34.71321013004791,
Laurie Canter,3,70.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-2.4375,1989-11-03,34.71321013004791,
Laurie Canter,4,74.0,289.0,25.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,0.8499999999999943,1989-11-03,34.71321013004791,
Liam Nolan,1,78.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,3.564102564102569,,,
Liam Nolan,2,77.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,2.642857142857139,,,
Liam Nolan,3,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Liam Nolan,4,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Louis Oosthuizen,1,78.0,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,1,2022-06-09,1,3.564102564102569,1982-10-19,41.75496235455168,4.0
Louis Oosthuizen,2,72.0,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,1,2022-06-09,1,-2.357142857142861,1982-10-19,41.75496235455168,4.0
Louis Oosthuizen,3,,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,1,2022-06-09,1,,1982-10-19,41.75496235455168,4.0
Louis Oosthuizen,4,,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,1,2022-06-09,1,,1982-10-19,41.75496235455168,4.0
Lucas Glover,1,77.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,2.564102564102569,1979-11-12,44.68993839835729,
Lucas Glover,2,78.0,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,3.642857142857139,1979-11-12,44.68993839835729,
Lucas Glover,3,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1979-11-12,44.68993839835729,
Lucas Glover,4,,155.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1979-11-12,44.68993839835729,
Ludvig Åberg,1,75.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,0.5641025641025692,1999-10-31,24.722792607802873,
Ludvig Åberg,2,76.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,1.6428571428571388,1999-10-31,24.722792607802873,
Ludvig Åberg,3,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1999-10-31,24.722792607802873,
Ludvig Åberg,4,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1999-10-31,24.722792607802873,
Luis Masaveu,1,73.0,302.0,78.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-1.4358974358974308,2002-12-17,21.593429158110883,
Luis Masaveu,2,75.0,302.0,78.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,0.6428571428571388,2002-12-17,21.593429158110883,
Luis Masaveu,3,78.0,302.0,78.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,5.5625,2002-12-17,21.593429158110883,
Luis Masaveu,4,76.0,302.0,78.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,2.8499999999999943,2002-12-17,21.593429158110883,
Mackenzie Hughes,1,69.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-5.435897435897431,1990-11-23,33.659137577002056,
Mackenzie Hughes,2,74.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-0.3571428571428612,1990-11-23,33.659137577002056,
Mackenzie Hughes,3,75.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,2.5625,1990-11-23,33.659137577002056,
Mackenzie Hughes,4,68.0,286.0,16.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-5.150000000000006,1990-11-23,33.659137577002056,
Marcel Siem,1,73.0,298.0,72.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-1.4358974358974308,1980-07-15,44.016427104722794,
Marcel Siem,2,71.0,298.0,72.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-3.357142857142861,1980-07-15,44.016427104722794,
Marcel Siem,3,77.0,298.0,72.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,4.5625,1980-07-15,44.016427104722794,
Marcel Siem,4,77.0,298.0,72.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,3.8499999999999943,1980-07-15,44.016427104722794,
Masahiro Kawamura,1,72.0,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-2.435897435897431,1993-06-25,31.071868583162217,
Masahiro Kawamura,2,78.0,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,3.642857142857139,1993-06-25,31.071868583162217,
Masahiro Kawamura,3,,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1993-06-25,31.071868583162217,
Masahiro Kawamura,4,,150.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1993-06-25,31.071868583162217,
Mason Andersen,1,76.0,156.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,1.5641025641025692,,,
Mason Andersen,2,80.0,156.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,5.642857142857139,,,
Mason Andersen,3,,156.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Mason Andersen,4,,156.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Matt Fitzpatrick,1,70.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-4.435897435897431,1994-09-01,29.88637919233402,
Matt Fitzpatrick,2,78.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,3.642857142857139,1994-09-01,29.88637919233402,
Matt Fitzpatrick,3,73.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,0.5625,1994-09-01,29.88637919233402,
Matt Fitzpatrick,4,72.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-1.1500000000000057,1994-09-01,29.88637919233402,
Matt Wallace,1,70.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-4.435897435897431,1990-04-12,34.275154004106774,
Matt Wallace,2,77.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,2.642857142857139,1990-04-12,34.275154004106774,
Matt Wallace,3,71.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-1.4375,1990-04-12,34.275154004106774,
Matt Wallace,4,73.0,291.0,41.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-0.15000000000000568,1990-04-12,34.275154004106774,
Matteo Manassero,1,73.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-1.4358974358974308,1993-04-19,31.255304585900067,
Matteo Manassero,2,73.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-1.3571428571428612,1993-04-19,31.255304585900067,
Matteo Manassero,3,70.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-2.4375,1993-04-19,31.255304585900067,
Matteo Manassero,4,74.0,290.0,31.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,0.8499999999999943,1993-04-19,31.255304585900067,
Matthew Dodd-Berry,1,72.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-2.435897435897431,,,
Matthew Dodd-Berry,2,80.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,5.642857142857139,,,
Matthew Dodd-Berry,3,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,,,
Matthew Dodd-Berry,4,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,,,
Matthew Jordan,1,71.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-3.435897435897431,1996-01-18,28.50650239561944,
Matthew Jordan,2,71.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-3.357142857142861,1996-01-18,28.50650239561944,
Matthew Jordan,3,71.0,213.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-1.4375,1996-01-18,28.50650239561944,
Matthew Jordan,4,71.0,284.0,10.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-2.1500000000000057,1996-01-18,28.50650239561944,
Matthew Southgate,1,73.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-1.4358974358974308,1988-10-03,35.79739904175222,
Matthew Southgate,2,78.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,3.642857142857139,1988-10-03,35.79739904175222,
Matthew Southgate,3,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1988-10-03,35.79739904175222,
Matthew Southgate,4,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1988-10-03,35.79739904175222,
Matthieu Pavon,1,72.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,-2.435897435897431,1992-11-02,31.71526351813826,
Matthieu Pavon,2,72.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-2.357142857142861,1992-11-02,31.71526351813826,
Matthieu Pavon,3,77.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,4.5625,1992-11-02,31.71526351813826,
Matthieu Pavon,4,72.0,293.0,50.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,-1.1500000000000057,1992-11-02,31.71526351813826,
Maverick McNealy,1,71.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-3.435897435897431,1995-11-07,28.70362765229295,
Maverick McNealy,2,81.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,6.642857142857139,1995-11-07,28.70362765229295,
Maverick McNealy,3,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1995-11-07,28.70362765229295,
Maverick McNealy,4,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1995-11-07,28.70362765229295,
Max Homa,1,76.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R1,1,0,,0,1.5641025641025692,1990-11-19,33.67008898015058,
Max Homa,2,72.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R2,1,0,,0,-2.357142857142861,1990-11-19,33.67008898015058,
Max Homa,3,70.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R3,1,0,,0,-2.4375,1990-11-19,33.67008898015058,
Max Homa,4,74.0,292.0,43.0,2024,Open,2024-07-21,2024-Open,2024-Open-R4,1,0,,0,0.8499999999999943,1990-11-19,33.67008898015058,
Michael Hendry,1,74.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-0.4358974358974308,1979-10-15,44.766598220396986,
Michael Hendry,2,78.0,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,3.642857142857139,1979-10-15,44.766598220396986,
Michael Hendry,3,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1979-10-15,44.766598220396986,
Michael Hendry,4,,152.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1979-10-15,44.766598220396986,
Min Woo Lee,1,71.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R1,0,0,,0,-3.435897435897431,1998-07-27,25.984941820670773,
Min Woo Lee,2,80.0,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R2,0,0,,0,5.642857142857139,1998-07-27,25.984941820670773,
Min Woo Lee,3,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R3,0,0,,0,,1998-07-27,25.984941820670773,
Min Woo Lee,4,,151.0,,2024,Open,2024-07-21,2024-Open,2024-Open-R4,0,0,,0,,1998-07-27,25.984941820670773,
